FIPS,INCOME_SUM,Winner_n,Winner,Value,Final,Final_pos
51135,42135,Romney,0,-1,-42135,15885364
51137,318179,Romney,0,-1,-318179,15609320
51139,52408,Romney,0,-1,-52408,15875091
51141,51913,Romney,0,-1,-51913,15875586
51143,191344,Romney,0,-1,-191344,15736155
51145,599151,Romney,0,-1,-599151,15328348
51147,45256,Obama,1,1,45256,15972755
51149,189093,Romney,0,-1,-189093,15738406
51153,2041699,Obama,1,1,2041699,17969198
51155,86919,Romney,0,-1,-86919,15840580
51157,127113,Romney,0,-1,-127113,15800386
51159,25948,Romney,0,-1,-25948,15901551
51161,690379,Romney,0,-1,-690379,15237120
51163,87888,Romney,0,-1,-87888,15839611
51165,266120,Romney,0,-1,-266120,15661379
51167,52804,Romney,0,-1,-52804,15874695
51169,72336,Romney,0,-1,-72336,15855163
51171,140251,Romney,0,-1,-140251,15787248
51173,47633,Romney,0,-1,-47633,15879866
51175,72038,Romney,0,-1,-72038,15855461
51177,661035,Romney,0,-1,-661035,15266464
51179,530555,Romney,0,-1,-530555,15396944
51181,108887,Obama,1,1,108887,16036386
51183,67702,Obama,1,1,67702,15995201
51185,92233,Romney,0,-1,-92233,15835266
51187,187013,Romney,0,-1,-187013,15740486
51191,131972,Romney,0,-1,-131972,15795527
51193,120370,Obama,1,1,120370,16047869
51195,69028,Romney,0,-1,-69028,15858471
51197,65034,Romney,0,-1,-65034,15862465
51199,815832,Romney,0,-1,-815832,15111667
51510,1565065,Obama,1,1,1565065,17492564
51515,32126,Romney,0,-1,-32126,15895373
51520,58588,Romney,0,-1,-58588,15868911
51530,9035,Romney,0,-1,-9035,15918464
51540,569773,Obama,1,1,569773,16497272
51550,1015343,Obama,1,1,1015343,16942842
51570,58754,Romney,0,-1,-58754,15868745
51580,24903,Obama,1,1,24903,15952402
51590,103514,Obama,1,1,103514,16031013
51595,15513,Obama,1,1,15513,15943012
51600,740510,Obama,1,1,740510,16668009
51610,644183,Obama,1,1,644183,16571682
51620,22768,Obama,1,1,22768,15950267
51630,455159,Obama,1,1,455159,16382658
51640,21755,Romney,0,-1,-21755,15905744
51650,458763,Obama,1,1,458763,16386262
51660,121335,Obama,1,1,121335,16048834
51670,42683,Obama,1,1,42683,15970182
51678,46088,Obama,1,1,46088,15973587
51680,316592,Romney,0,-1,-316592,15610907
51683,133816,Obama,1,1,133816,16061315
51685,235644,Obama,1,1,235644,16163143
51690,45540,Obama,1,1,45540,15973039
51700,476524,Obama,1,1,476524,16404023
51710,595573,Obama,1,1,595573,16523072
51720,9615,Romney,0,-1,-9615,15917884
51730,88445,Obama,1,1,88445,16015944
51735,60003,Romney,0,-1,-60003,15867496
51740,257523,Obama,1,1,257523,16185022
51750,102082,Obama,1,1,102082,16029581
51760,1856522,Obama,1,1,1856522,17784021
51770,548388,Obama,1,1,548388,16475887
51775,350815,Romney,0,-1,-350815,15576684
51790,83264,Obama,1,1,83264,16010763
51800,431549,Obama,1,1,431549,16359048
51810,2238008,Romney,0,-1,-2238008,13689491
51820,73052,Romney,0,-1,-73052,15854447
51830,434691,Obama,1,1,434691,16362190
51840,94132,Obama,1,1,94132,16021631
53001,61892,Romney,0,-1,-61892,15865607
53003,51972,Romney,0,-1,-51972,15875527
53005,631207,Romney,0,-1,-631207,15296292
53007,190150,Romney,0,-1,-190150,15737349
53009,166596,Obama,1,1,166596,16094095
53011,1559240,Obama,1,1,1559240,17486739
53013,22291,Romney,0,-1,-22291,15905208
53015,224011,Obama,1,1,224011,16151510
53017,118228,Romney,0,-1,-118228,15809271
53019,15885,Romney,0,-1,-15885,15911614
53021,207912,Romney,0,-1,-207912,15719587
53023,48874,Romney,0,-1,-48874,15878625
53025,202988,Romney,0,-1,-202988,15724511
53027,140116,Obama,1,1,140116,16067615
53029,254014,Obama,1,1,254014,16181513
53031,191109,Obama,1,1,191109,16118608
53033,14554464,Obama,1,1,14554464,30481963
53035,921711,Obama,1,1,921711,16849210
53037,130206,Romney,0,-1,-130206,15797293
53039,87313,Romney,0,-1,-87313,15840186
53041,170753,Romney,0,-1,-170753,15756746
53043,68915,Romney,0,-1,-68915,15858584
53045,253725,Obama,1,1,253725,16181224
53047,73107,Romney,0,-1,-73107,15854392
53049,37326,Obama,1,1,37326,15964825
53051,49029,Romney,0,-1,-49029,15878470
53053,2725398,Obama,1,1,2725398,18652897
53055,87313,Obama,1,1,87313,16014812
53057,559972,Obama,1,1,559972,16487471
53059,126978,Romney,0,-1,-126978,15800521
53061,3301501,Obama,1,1,3301501,19229000
53063,1332503,Romney,0,-1,-1332503,14594996
53065,115168,Romney,0,-1,-115168,15812331
53067,770810,Obama,1,1,770810,16698309
53069,104650,Romney,0,-1,-104650,15822849
53071,147165,Romney,0,-1,-147165,15780334
53073,653565,Obama,1,1,653565,16581064
53075,170915,Romney,0,-1,-170915,15756584
53077,530994,Romney,0,-1,-530994,15396505
54001,19524,Romney,0,-1,-19524,15907975
54003,272412,Romney,0,-1,-272412,15655087
54005,61450,Romney,0,-1,-61450,15866049
54007,20582,Romney,0,-1,-20582,15906917
54009,89446,Romney,0,-1,-89446,15838053
54011,263271,Romney,0,-1,-263271,15664228
54013,9366,Romney,0,-1,-9366,15918133
54015,18778,Romney,0,-1,-18778,15908721
54017,9627,Romney,0,-1,-9627,15917872
54019,67312,Romney,0,-1,-67312,15860187
54021,10222,Romney,0,-1,-10222,15917277
54023,21962,Romney,0,-1,-21962,15905537
54025,66139,Romney,0,-1,-66139,15861360
54027,31138,Romney,0,-1,-31138,15896361
54029,81046,Romney,0,-1,-81046,15846453
54031,18743,Romney,0,-1,-18743,15908756
54033,194704,Romney,0,-1,-194704,15732795
54035,54129,Romney,0,-1,-54129,15873370
54037,227887,Romney,0,-1,-227887,15699612
54039,565829,Romney,0,-1,-565829,15361670
54041,67682,Romney,0,-1,-67682,15859817
54043,31796,Romney,0,-1,-31796,15895703
54045,46978,Romney,0,-1,-46978,15880521
54047,14445,Romney,0,-1,-14445,15913054
54049,282386,Romney,0,-1,-282386,15645113
54051,193717,Romney,0,-1,-193717,15733782
54053,61205,Romney,0,-1,-61205,15866294
54055,78858,Romney,0,-1,-78858,15848641
54057,47866,Romney,0,-1,-47866,15879633
54059,34895,Romney,0,-1,-34895,15892604
54061,415025,Romney,0,-1,-415025,15512474
54063,18520,Romney,0,-1,-18520,15908979
54065,55577,Romney,0,-1,-55577,15871922
54067,44244,Romney,0,-1,-44244,15883255
54069,152693,Romney,0,-1,-152693,15774806
54071,17161,Romney,0,-1,-17161,15910338
54073,15978,Romney,0,-1,-15978,15911521
54075,9230,Romney,0,-1,-9230,15918269
54077,54421,Romney,0,-1,-54421,15873078
54079,259902,Romney,0,-1,-259902,15667597
54081,171929,Romney,0,-1,-171929,15755570
54083,43761,Romney,0,-1,-43761,15883738
54085,13569,Romney,0,-1,-13569,15913930
54087,57025,Romney,0,-1,-57025,15870474
54089,27130,Romney,0,-1,-27130,15900369
54091,200688,Romney,0,-1,-200688,15726811
54093,12073,Romney,0,-1,-12073,15915426
54095,22095,Romney,0,-1,-22095,15905404
54097,34330,Romney,0,-1,-34330,15893169
54099,166153,Romney,0,-1,-166153,15761346
54101,13440,Romney,0,-1,-13440,15914059
54103,39057,Romney,0,-1,-39057,15888442
54105,4401,Romney,0,-1,-4401,15923098
54107,210304,Romney,0,-1,-210304,15717195
54109,24329,Romney,0,-1,-24329,15903170
55001,161954,Obama,1,1,161954,16089453
55003,33738,Obama,1,1,33738,15961237
55005,123067,Romney,0,-1,-123067,15804432
55007,58111,Obama,1,1,58111,15985610
55009,1042398,Romney,0,-1,-1042398,14885101
55011,68011,Obama,1,1,68011,15995510
55013,60598,Romney,0,-1,-60598,15866901
55015,370758,Romney,0,-1,-370758,15556741
55017,246201,Romney,0,-1,-246201,15681298
55019,186429,Romney,0,-1,-186429,15741070
55021,322520,Obama,1,1,322520,16250019
55023,51756,Obama,1,1,51756,15979255
55025,2389057,Obama,1,1,2389057,18316556
55027,597239,Romney,0,-1,-597239,15330260
55029,116765,Obama,1,1,116765,16044264
55031,109572,Obama,1,1,109572,16037071
55033,390410,Obama,1,1,390410,16317909
55035,420396,Obama,1,1,420396,16347895
55037,14662,Romney,0,-1,-14662,15912837
55039,478136,Romney,0,-1,-478136,15449363
55041,44514,Obama,1,1,44514,15972013
55043,111208,Obama,1,1,111208,16038707
55045,166909,Obama,1,1,166909,16094408
55047,103536,Romney,0,-1,-103536,15823963
55049,159080,Obama,1,1,159080,16086579
55051,19385,Romney,0,-1,-19385,15908114
55053,75735,Obama,1,1,75735,16003234
55055,629203,Romney,0,-1,-629203,15298296
55057,112963,Obama,1,1,112963,16040462
55059,632224,Obama,1,1,632224,16559723
55061,67805,Romney,0,-1,-67805,15859694
55063,413565,Obama,1,1,413565,16341064
55065,80689,Obama,1,1,80689,16008188
55067,43740,Romney,0,-1,-43740,15883759
55069,111586,Obama,1,1,111586,16039085
55071,288560,Romney,0,-1,-288560,15638939
55073,599852,Romney,0,-1,-599852,15327647
55075,93151,Romney,0,-1,-93151,15834348
55077,109230,Obama,1,1,109230,16036729
55078,8939,Obama,1,1,8939,15936438
55079,2784107,Obama,1,1,2784107,18711606
55081,130342,Romney,0,-1,-130342,15797157
55083,134200,Romney,0,-1,-134200,15793299
55085,159538,Romney,0,-1,-159538,15767961
55087,1374279,Romney,0,-1,-1374279,14553220
55089,1538572,Romney,0,-1,-1538572,14388927
55091,35684,Obama,1,1,35684,15963183
55093,140542,Romney,0,-1,-140542,15786957
55095,171719,Romney,0,-1,-171719,15755780
55097,376665,Obama,1,1,376665,16304164
55099,36488,Obama,1,1,36488,15963987
55101,842328,Obama,1,1,842328,16769827
55103,66455,Obama,1,1,66455,15993954
55105,560052,Obama,1,1,560052,16487551
55107,91285,Romney,0,-1,-91285,15836214
55109,391922,Romney,0,-1,-391922,15535577
55111,205666,Obama,1,1,205666,16133165
55113,60244,Obama,1,1,60244,15987743
55115,190981,Romney,0,-1,-190981,15736518
55117,397259,Romney,0,-1,-397259,15530240
55119,63916,Romney,0,-1,-63916,15863583
55121,79635,Obama,1,1,79635,16007134
55123,72996,Obama,1,1,72996,16000495
55125,85528,Romney,0,-1,-85528,15841971
55127,481315,Romney,0,-1,-481315,15446184
55129,108372,Romney,0,-1,-108372,15819127
55131,1341221,Romney,0,-1,-1341221,14586278
55133,2852404,Romney,0,-1,-2852404,13075095
55135,149244,Romney,0,-1,-149244,15778255
55137,155470,Romney,0,-1,-155470,15772029
55139,796351,Obama,1,1,796351,16723850
55141,243857,Romney,0,-1,-243857,15683642
56001,102549,Romney,0,-1,-102549,15824950
56003,81780,Romney,0,-1,-81780,15845719
56005,186939,Romney,0,-1,-186939,15740560
56007,56137,Romney,0,-1,-56137,15871362
56009,72309,Romney,0,-1,-72309,15855190
56011,24389,Romney,0,-1,-24389,15903110
56013,142389,Romney,0,-1,-142389,15785110
56015,26757,Romney,0,-1,-26757,15900742
56017,14164,Romney,0,-1,-14164,15913335
56019,33235,Romney,0,-1,-33235,15894264
56021,376716,Romney,0,-1,-376716,15550783
56023,51205,Romney,0,-1,-51205,15876294
56025,358316,Romney,0,-1,-358316,15569183
56027,6324,Romney,0,-1,-6324,15921175
56029,100173,Romney,0,-1,-100173,15827326
56031,22749,Romney,0,-1,-22749,15904750
56033,107711,Romney,0,-1,-107711,15819788
56035,53776,Romney,0,-1,-53776,15873723
56037,160766,Romney,0,-1,-160766,15766733
56039,364071,Obama,1,1,364071,16291570
56041,48249,Romney,0,-1,-48249,15879250
56043,28934,Romney,0,-1,-28934,15898565
56045,22242,Romney,0,-1,-22242,15905257
